timestamp,asset_id,asset_name,asset_type,capacity_mw,location_lat,location_lon,installation_date,voltage,current,power_output,irradiance,humidity,ambient_temperature,panel_temperature,vibration,failure_type,failure_probability,confidence_score,remaining_useful_life_hours,theoretical_max_power,efficiency_percent,alert_level,daily_cost,daily_revenue,downtime_loss,roi_percent,carbon_saved_kg,energy_generated_kwh
2024-06-17 09:18:46,SOL004,SolarFarm,Solar,54,17.942058670435838,78.72034461732338,2019-05-10,633.7356690135825,86.42369045003481,58.20428538632741,776.9413232107538,68.54168926649811,28.593760394381665,61.23300053249802,0.48276788069801757,Normal,0.1373921334546777,0.8540525007418354,2940,68.859688288935,84.52592050969275,Low,502,717,63,19.95574066291195,113,5418
2024-12-05 03:13:14,SOL003,SolarFarm,Solar,47,17.233769129723132,78.35702110504904,2019-05-10,585.946950278774,93.25600343836565,52.43344446928094,822.9133984687685,57.90649086892406,26.082419225400788,60.09065637405698,0.3665326623465454,Normal,0.715350021292144,0.8123382994068671,5856,68.3115660127433,76.75632038577429,Low,501,761,712,19.048143786427985,87,4066
2024-08-09 12:36:50,SOL004,SolarFarm,Solar,66,17.826149763683958,78.38521196080119,2019-05-10,583.8844633246009,93.26471260715688,51.48398283687059,664.6892800821392,48.780776834212546,28.683426645215345,52.62081465260999,0.5566438073316647,Normal,0.43461453144291207,0.9288894306984603,1619,57.805175709705196,89.06465935752996,Low,693,1052,433,22.91832748912423,116,4963
2024-02-13 12:06:53,SOL003,SolarFarm,Solar,50,17.336535874736708,78.01569261513464,2019-05-10,584.3951777635594,93.25123904122907,40.232154498525446,736.0505603416851,63.56238969946246,37.075037792968345,54.13462269099613,0.32096875359712873,Normal,0.23856983989701885,0.8836965749729481,5652,68.17066662994404,59.01681249051103,Low,714,786,103,5.010244913784416,131,3775
2024-05-29 18:51:46,SOL001,SolarFarm,Solar,42,17.910997102433488,78.41471866434084,2019-05-10,616.6614467690026,73.19258751960713,59.75944399916393,806.3449673284624,40.57041418385,26.768731336765782,53.23447355828241,0.5475033139220853,Normal,0.3363726273567438,0.9012373774016296,3493,69.73524509003992,85.69475008226391,Low,484,1006,538,6.532750208767178,125,5009
2024-01-21 10:32:07,SOL004,SolarFarm,Solar,48,17.811661390850375,78.72196486665031,2019-05-10,624.5753875264868,93.10666922298832,48.73900036156434,667.7011432228185,57.438675301900375,30.204547320468862,57.12593039024824,0.43409671056917454,Normal,0.357899765872459,0.8377280072265393,737,59.78030621261104,81.53019522553488,Low,569,818,15,17.258588361637344,150,4739
2024-10-22 07:45:18,SOL004,SolarFarm,Solar,52,17.65385489322437,78.00076732580587,2019-05-10,592.1582988361301,81.84767115843623,47.447390937927146,779.288452733123,47.60684296147147,28.159673389725842,54.213993535738915,0.2804728537848206,Normal,0.0972175593917568,0.9775685057826785,1488,56.16572607817643,84.47748164402908,Low,655,872,363,7.608419324705014,140,4496
2024-08-06 20:02:58,SOL005,SolarFarm,Solar,77,17.17717659480404,78.04182712005367,2019-05-10,643.3615363933562,80.66644116941771,49.04592816857321,715.6523620533002,57.51531220910704,28.808822610786137,58.797981241550644,0.23086528604892598,Normal,0.181970868179004,0.9614885511413935,509,59.639161988615584,82.23778895138652,Low,658,807,718,5.125293364917802,108,4822
2024-03-17 20:46:23,SOL002,SolarFarm,Solar,60,17.81200905617805,78.64410044006358,2019-05-10,607.6979466003894,78.36487501131062,58.09904698156622,855.3437341865468,61.95737523290028,26.913461715577583,58.61026126080201,0.508903279089234,Normal,0.5034386523148485,0.9534199647082368,2459,68.94979703569041,84.26282524296985,Low,559,1190,519,10.914997210684717,101,4931
2024-11-14 14:01:37,SOL005,SolarFarm,Solar,48,17.429362854733856,78.79889823413058,2019-05-10,615.5848366226663,84.57266353492301,41.31792496786293,901.2562109859255,55.66796660683265,28.782267619636745,58.11747028943708,0.3018340837738817,Panel Hotspot,0.6936529244933465,0.9227815134786195,2063,65.04125373444793,63.52572036288967,High,743,690,375,22.948805098390423,99,4127
