timestamp,asset_id,asset_name,asset_type,capacity_mw,location_lat,location_lon,installation_date,voltage,current,power_output,vibration,rotor_speed,gearbox_temperature,wind_speed,humidity,ambient_temperature,failure_type,failure_probability,confidence_score,remaining_useful_life_hours,theoretical_max_power,efficiency_percent,alert_level,daily_cost,daily_revenue,downtime_loss,roi_percent,carbon_saved_kg,energy_generated_kwh
2024-07-25 22:50:05,WND002,WindFarm,Wind,150,15.56343354704249,79.68125814397781,2018-04-10,682.2740092206099,126.73668936941897,124.42746927473542,0.7448098928876808,13.416889373859764,64.5901217185598,13.006302088835913,67.0594098705387,24.424613716033853,Normal,0.1726487597716525,0.8498133617627708,6873,127.59889041282534,97.51453862347132,Low,1070,2101,752,9.244868972001477,204,6471
2024-04-29 19:29:58,WND002,WindFarm,Wind,146,15.170929673775868,79.08762647479114,2018-04-10,683.318956648613,107.29257178692033,106.54846420992419,0.48191320052014697,12.609817344802408,85.95980553499305,11.714532574014763,59.112559859445554,23.732335688612025,Normal,0.5356689791507071,0.9414469521542694,4772,128.87695858829363,82.67456446601959,Low,1297,2125,1148,27.457246833713135,258,8085
2024-06-15 19:41:03,WND002,WindFarm,Wind,108,15.565893004932041,79.05441216922642,2018-04-10,709.8773955697322,118.03246551377366,117.07675881741955,0.5394722361058117,15.960283459624005,80.37334443464287,14.774023082422886,61.23911242499689,25.076470373866034,Normal,0.4722542164223229,0.9307452693628409,4618,157.37658903327224,74.39274134519933,Low,1315,1842,84,18.739613522039118,274,8152
2024-03-21 15:17:19,WND005,WindFarm,Wind,149,15.58590672457057,79.10623733160874,2018-04-10,683.7704208353681,112.61552857104522,113.2878117756358,0.42878088339851916,16.086185857107104,75.29464321439599,14.65554127531587,63.37722332594902,22.21202809004973,Normal,0.9017818527528187,0.800871356848983,3906,138.07607292547937,82.04738835292487,Low,1109,1791,970,26.320921422275088,317,7069
2024-04-27 12:05:43,WND001,WindFarm,Wind,133,15.398814082284362,79.96925100308368,2018-04-10,668.8727677038374,108.11503209888622,127.64917130439386,0.40840877088576855,13.015188063509957,82.54391363851076,8.039913717451405,55.18800256489739,30.886531073359954,Normal,0.6508024033199868,0.9643721259607767,6797,137.76011233826438,92.66047271430536,Low,1440,1515,807,21.80944037696854,358,8822
2024-08-09 15:19:29,WND003,WindFarm,Wind,156,15.551861471220176,79.75673807457541,2018-04-10,685.2092140504652,117.16545352704196,120.01923816397017,0.7126398331561581,17.99043081395272,79.69366083517849,9.071729319738388,69.44720944053472,30.399836178018756,Generator Failure,0.41613544949649395,0.9710083008969931,624,137.81721065965738,87.08581286002102,High,1261,1507,991,6.109514362292902,358,8184
2024-09-07 17:27:45,WND002,WindFarm,Wind,138,15.46906755247895,79.15442133424398,2018-04-10,714.7860775396198,127.8056649201121,113.7287723383441,0.7644706665694814,19.655718965801466,74.66201043991552,9.760302681344605,57.38060289320998,24.99907211199156,Normal,0.20418253019474641,0.8438276622338495,1709,135.6164612209449,83.86059576724864,Low,1556,2384,20,13.169763446962357,377,6177
2024-01-23 18:20:15,WND002,WindFarm,Wind,126,15.33351929295961,79.0647796198579,2018-04-10,685.810402639132,115.61177278786612,110.21588614860988,0.6248665806781202,19.18833806935225,85.63178112349178,8.951103216069436,57.237402674633344,25.61511939645402,Normal,0.3041581334682919,0.8773311572492458,3206,149.03502602097507,73.95300896119426,Low,1016,1905,743,6.373074888517033,374,7000
2024-11-22 01:45:27,WND001,WindFarm,Wind,143,15.08479324335062,79.41179587869358,2018-04-10,711.6331778608533,102.11045880661332,126.52662037719314,0.617726954500375,14.584089235112803,79.85075141376632,10.347214906927764,56.29559717012417,31.34966882171076,Generator Failure,0.2721852880462886,0.8028720659883187,3182,142.85861132107976,88.56772385447601,Medium,1465,2058,1054,11.803930039465403,217,7646
2024-10-18 21:19:11,WND002,WindFarm,Wind,149,15.664566695169787,79.82114981135422,2018-04-10,675.5985252411,104.21380398659178,106.03948784390221,0.7551568405384025,13.955775012130342,62.97934139371641,11.849700804284225,58.78712626873212,34.22017476897756,Normal,0.3194420296215813,0.9725599537305425,3168,121.93893097442614,86.96114275935511,Low,1285,1561,549,22.194468677562487,368,6874
2024-02-26 12:18:01,WND001,WindFarm,Wind,120,15.008026152597829,79.1998622779424,2018-04-10,706.0901066184074,118.03563146353285,101.22385100428235,0.6138835735496765,16.665092554210013,78.68576105828296,11.019601832401515,67.69726329442808,28.527061060304433,Gearbox Failure,0.5353739834829224,0.8434832246840603,4202,129.05684235224598,78.43354072463927,High,1456,1564,169,21.460225399391003,340,7549
2024-01-24 01:40:07,WND001,WindFarm,Wind,142,15.673881447651494,79.94235800283867,2018-04-10,716.4790505080787,116.98700386539981,101.69453159629144,0.711316482258,15.592117572191867,60.365671702514184,10.170970667709014,44.76613393902441,24.889093223119147,Normal,0.0425494661940492,0.8754953790310717,3379,134.59251941571816,75.55734303641783,Low,1087,2367,71,18.12802886196007,288,8709
2024-12-08 03:58:37,WND002,WindFarm,Wind,117,15.341896003067323,79.34433439476065,2018-04-10,697.1693256367779,116.14705393271356,120.28943255727904,0.42662623405068145,13.131288259106945,88.06747527118233,14.662344336663711,64.82220327569377,23.374156582992093,Normal,0.33485539324995994,0.8613727500850829,3021,133.3487876610597,90.20661879808434,Low,941,1892,956,24.12940575426323,350,7314
2024-01-18 21:03:23,WND005,WindFarm,Wind,132,15.822946395565443,79.6805152878163,2018-04-10,689.3471371471753,105.85553820355824,114.48284408896922,0.5349186109928595,14.136874511187486,70.62561315125515,10.941631052786489,46.67797098579041,31.839491276407955,Normal,0.398852683633089,0.9123449844024966,4015,123.96405592715674,92.35164438007834,Low,1406,1612,558,23.137524987535237,305,7931
2024-03-20 10:31:32,WND002,WindFarm,Wind,120,15.686465304431689,79.8337769526809,2018-04-10,705.380410792888,117.14549772496869,112.47419739507914,0.666090362107836,16.758497833382876,62.186452432930864,13.869763469561574,56.181249694999146,23.264990671865192,Normal,0.14340517899641247,0.9052488054222875,6332,138.1463726504727,81.41668524272634,Low,946,1556,1099,8.309706960205897,266,6901
2024-09-03 01:21:02,WND005,WindFarm,Wind,157,15.13427351471775,79.17632753128287,2018-04-10,712.7672343353836,118.38987443145638,115.02100774722791,0.5664399484890631,19.35531071911231,64.47544244604501,12.358245296433868,52.53626701913626,29.282361066111108,Gearbox Failure,0.609018956720388,0.8459133215932853,5673,136.09892931010828,84.51279398763435,Critical,1100,1711,1086,23.116975770889148,284,8426
2024-07-31 20:13:02,WND004,WindFarm,Wind,106,15.03415746056112,79.28850112998012,2018-04-10,703.3106910269847,110.86085313941803,116.60154712499666,0.5582085650551135,14.925709522878655,77.61870010547412,8.199668641042644,51.424735130492564,25.145898264068453,Normal,0.007396348262181385,0.8369128491446896,6542,122.88316966188607,94.88813435218725,Low,1534,2484,748,11.812388761867993,219,9910
2024-09-06 13:39:04,WND002,WindFarm,Wind,103,15.201152553480211,79.36351471404771,2018-04-10,685.2771719068863,127.63640758373305,120.81057735898416,0.775063945445828,15.022091633057917,86.23594301544804,13.0780253553285,57.238604572655944,29.424117221312773,Gearbox Failure,0.18321285027818957,0.8684833452785095,6398,137.5130763366027,87.85388311964284,Critical,1218,1760,312,23.785174954668705,267,8913
2024-07-01 17:46:03,WND002,WindFarm,Wind,132,15.09622927978593,79.30515235184951,2018-04-10,708.6652329448542,116.58116483323256,127.26748383179438,0.562492918889171,16.543753924747683,64.86000858510472,14.469139182163653,56.277692686826036,22.198252157473913,Normal,0.9026498958447273,0.8044759518080804,6096,135.8706260888337,93.6681367380949,Low,1068,1510,492,13.993954041890717,383,6406
